Linha 472 |claim_uid: 3oihkb |cord_uid: vlhbe3bt |title: Senior_medical_students_as_assistants_in_medicine_in_COVID-19_crisis:_a_realist_evaluation_protocol |doi: 10.1136/bmjopen-2020-045822 |numerical_claims: As_more_'lines_of_enquiry'_27_are_identified,_for_example,_through_interviews_with_key_stakeholders_who_have_been_involved_in_initiating_and_developing_the_Assistant_in_Medicine_programme,_these_will_be_followed_up_and_further_literature_searches_will_be_conducted_(dovetailing_onto_our_realist_synthesis). |publish_time: 06/09/2021 |authors: Monrouxe,_Lynn_V,_Hockey,_Peter,_Khanna,_Priya,_Klinner,_Christiane,_Mogensen,_Lise,_O'Mara,_D_A,_Roach,_Abbey,_Tobin,_Stephen,_Davids,_Jennifer_Ann |journal: BMJ_Open |country: Australia |institution: University_of_Sydney
Linha 928 |claim_uid: 7iyzxm |cord_uid: opgaxpgd |title: What_we_can_learn_from_the_dynamics_of_the_1889_‘Russian_flu’_pandemic_for_the_future_trajectory_of_COVID‐19 |doi: 10.1111/1751-7915.13916 |numerical_claims: Since_these_observations_resemble_more_a_COVID-19_related_disease_than_classical_influenza,_we_must_consider_the_possibility_of_a_coronavirus-induced_pandemic_in_1889-1890_and_a_resurgence_of_this_pandemic_10_years_later,_peaking_in_1900. |publish_time: 31/08/2021 |authors: Brüssow,_Harald |journal: Microb_Biotechnol |country: Belgium._Summary |institution: KU_Leuven
Linha 929 |claim_uid: 7pqwjy |cord_uid: opgaxpgd |title: What_we_can_learn_from_the_dynamics_of_the_1889_‘Russian_flu’_pandemic_for_the_future_trajectory_of_COVID‐19 |doi: 10.1111/1751-7915.13916 |numerical_claims: If_one_accepts_the_hypothesis_that_this_pandemic_was_a_prior_coronavirus_epidemic,_the_dynamics_of_the_Russian_flu_from_1889_might_give_us_some_ideas_about_the_future_trajectory_of_the_COVID_19_pandemic. |publish_time: 31/08/2021 |authors: Brüssow,_Harald |journal: Microb_Biotechnol |country: Belgium._Summary |institution: KU_Leuven
Linha 930 |claim_uid: 5hrzva |cord_uid: opgaxpgd |title: What_we_can_learn_from_the_dynamics_of_the_1889_‘Russian_flu’_pandemic_for_the_future_trajectory_of_COVID‐19 |doi: 10.1111/1751-7915.13916 |numerical_claims: The_historical_record_of_past_pandemics_might_thus_provide_us_not_with_predictions,_but_retrodictions_on_possible_future_scenarios_for_the_COVID_19_pandemic. |publish_time: 31/08/2021 |authors: Brüssow,_Harald |journal: Microb_Biotechnol |country: Belgium._Summary |institution: KU_Leuven
Linha 20 |claim_uid: 1xplgo |cord_uid: lpqfok8n |title: Findings_of_a_Cross-Sectional_Survey_on_Knowledge,_Attitudes,_and_Practices_about_COVID-19_in_Uganda:_Implications_for_Public_Health_Prevention_and_Control_Measures |doi: 10.1155/2020/5917378 |numerical_claims: Our_findings_will_inform_the_design_of_effective_public_health_preventive_measures_so_as_to_halt_the_spread_of_COVID-19.._Uganda_is_made_up_of_134_districts_and_6,937_health_facilities,_of_which_3,133_are_government_owned. |publish_time: 04/12/2020 |authors: Okello,_Gerald,_Izudi,_Jonathan,_Teguzirigwa,_Steven,_Kakinda,_Allan,_Van_Hal,_Guido |journal: Biomed_Res_Int |country: Belgium |institution: University_of_Antwerp
Linha 21 |claim_uid: 6swczm |cord_uid: lpqfok8n |title: Findings_of_a_Cross-Sectional_Survey_on_Knowledge,_Attitudes,_and_Practices_about_COVID-19_in_Uganda:_Implications_for_Public_Health_Prevention_and_Control_Measures |doi: 10.1155/2020/5917378 |numerical_claims: Using_Yamane's_formula,_2.5%_sampling_error,_and_the_number_of_people_aged_18_years_with_access_to_internet_services,_we_determined_that_1,598_people_would_be_needed. |publish_time: 04/12/2020 |authors: Okello,_Gerald,_Izudi,_Jonathan,_Teguzirigwa,_Steven,_Kakinda,_Allan,_Van_Hal,_Guido |journal: Biomed_Res_Int |country: Belgium |institution: University_of_Antwerp
Linha 22 |claim_uid: 2bnafy |cord_uid: lpqfok8n |title: Findings_of_a_Cross-Sectional_Survey_on_Knowledge,_Attitudes,_and_Practices_about_COVID-19_in_Uganda:_Implications_for_Public_Health_Prevention_and_Control_Measures |doi: 10.1155/2020/5917378 |numerical_claims: This_is_the_first_study_in_Uganda_to_determine_knowledge_about_COVID-19,_attitudes_Knowledge_about_COVID-_13_13_13_0.258_Attitude_towards_presidential_directives_and_MoH_guidelines_22_22_22_0.583_Practices_public_health_preventive_measures_7_(7-8)_7_(7-8)_8_(7-9)_0.095_Despite_these_strengths,_there_are_numerous_limitations_that_should_be_considered_in_the_interpretation_of_the_results. |publish_time: 04/12/2020 |authors: Okello,_Gerald,_Izudi,_Jonathan,_Teguzirigwa,_Steven,_Kakinda,_Allan,_Van_Hal,_Guido |journal: Biomed_Res_Int |country: Belgium |institution: University_of_Antwerp
Linha 631 |claim_uid: 5awtsk |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: The_sharp_increase_in_the_number_of_unemployed_people_relative_to_neighbouring_countries_is_most_likely_due_to_a_number_of_reasons:_(i)_The_national_employment_office_has_simplified_the_procedure_for_requesting_unemployment_benefits_to_a_significant_degree,_ruling_out_the_need_for_firms_to_fill_in_monthly_control_forms_in_order_to_qualify_for_the_unemployment_benefits,_(ii)_there_are_significant_cumulative_benefits_attached_to_the_statute_of_temporary_unemployment_as_the_benefits_have_increased_with_5%. |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 632 |claim_uid: 8eplxf |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: For_example,_as_can_be_seen_in_S1_Table_A_in_S1_File,_gender_is_a_strong_predictor_of_the_fear_of_losing_one's_job_due_to_the_COVID-19_crisis_(p_<_0.001_if_no_further_control_variables_are_included,_p_=_0.001_if_controlling_for_all_other_personal_and_job_characteristics_adopted_in_the_questionnaire). |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 633 |claim_uid: 4igkwa |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: For_example,_a_respondent_may_(simply)_not_agree_with_the_statement,_whether_he_or_she_would_'completely_disagree'_or_'_disagree'_may_not_be_substantially_N_=_3,821). |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 634 |claim_uid: 1dvxzi |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: As_can_be_seen_in_Fig_1_and_Table_2,_more_than_one_in_five_(21.1%)_of_the_respondents_indicate_to_be_afraid_of_losing_their_job_due_to_the_COVID-19_crisis. |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 635 |claim_uid: 8mcgvn |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: About_one_out_of_seven_(13.7%)_fear_that_this_will_even_be_the_case_before_the_end_of_the_year. |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 636 |claim_uid: 1jyosr |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: These_results_are_in_line_with_(i)_the_Eurofound_survey_carried_out_in_April_2020_where_nearly_10%_of_Belgians_fear_they_will_lose_their_job_in_the_next_3_months_and_(ii)_scientific_research_that_indicates_that_the_employment_of_disadvantaged_groups_is_more_sensitive_to_the_economic_cycle,_and_that_discrimination_on_the_labour_market_is_greater_when_labour_market_tightness_within_occupations_is_lower. |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 637 |claim_uid: 9bsxre |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: In_addition,_more_than_half_(51.9%)_fear_that_the_COVID-19_crisis_will_have_a_negative_impact_on_the_number_of_vacancies_that_might_interest_them. |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 638 |claim_uid: 5lbgkw |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: While_almost_one_in_six_students_were_confronted_with_a_delayed_graduation,_40%_of_them_had_lost_out_on_a_job_opportunity_(in_our_sample,_51.9%_fear_that_there_will_be_less_interesting_vacancies)_and_29%_expected_to_earn_less_early_on_in_their_career_(in_our_sample,_49.9%_fear_a_negative_impact_on_wage). |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 639 |claim_uid: 5aglhn |cord_uid: bpri2733 |title: How_do_employees_think_the_COVID-19_crisis_will_affect_their_careers? |doi: 10.1371/journal.pone.0246899 |numerical_claims: About_21%_of_them_fear_losing_their_jobs_due_to_the_crisis_14%_are_concerned_that_they_will_even_lose_their_jobs_in_the_near_future. |publish_time: 06/05/2021 |authors: Lippens,_Louis,_Moens,_Eline,_Sterkens,_Philippe,_Weytjens,_Johannes,_Baert,_Stijn |journal: PLoS_One |country: Belgium |institution: Ghent_University
Linha 117 |claim_uid: 5ebspc |cord_uid: g8ziczb2 |title: Multi-territory_stroke_preceded_by_pulmonary_embolism_with_asymptomatic_coronavirus_disease_2019:_a_case_report |doi: 10.1093/ehjcr/ytab471 |numerical_claims: Vegetations_in_NBTE_are_small_(typically_3-10_mm),_heterogeneous_in_shape,_and_can_appear_anywhere_on_the_valve_surface. |publish_time: 19/11/2021 |authors: Van_Herck,_Jakob,_Thoen,_Hendrik,_Delens,_Christophe,_Voet,_Joeri |journal: Eur_Heart_J_Case_Rep |country: Belgium |institution: General_Hospital_AZ_Nikolaas
Linha 180 |claim_uid: 2gxsko |cord_uid: y0qnrc3t |title: The_COVID-19_pandemic_as_experienced_by_adults_with_congenital_heart_disease_from_Belgium,_Norway,_and_South_Korea:_impact_on_life_domains,_patient-reported_outcomes,_and_experiences_with_care |doi: 10.1093/eurjcn/zvab120 |numerical_claims: Less_than_half_of_patients_felt_more_isolated_(47.8%),_lonely_(41.5%),_depressed_(37.5%),_or_helpless_(34.2%)_as_a_result_of_the_pandemic. |publish_time: 20/12/2021 |authors: Moons,_Philip,_Goossens,_Eva,_Luyckx,_Koen,_Kovacs,_Adrienne_H,_Andresen,_Brith,_Moon,_Ju_Ryoung,_Van_De_Bruaene,_Alexander,_Rassart,_Jessica,_Van_Bulck,_Liesbet |journal: Eur_J_Cardiovasc_Nurs |country: Belgium |institution: KU_Leuven
Linha 181 |claim_uid: 5lfrju |cord_uid: y0qnrc3t |title: The_COVID-19_pandemic_as_experienced_by_adults_with_congenital_heart_disease_from_Belgium,_Norway,_and_South_Korea:_impact_on_life_domains,_patient-reported_outcomes,_and_experiences_with_care |doi: 10.1093/eurjcn/zvab120 |numerical_claims: Adequate_mental_healthcare_for_vulnerable_individuals_is_thus_indispensable,_39_especially_because_we_do_not_know_yet_what_the_long-term_consequences_of_the_pandemic_will_be. |publish_time: 20/12/2021 |authors: Moons,_Philip,_Goossens,_Eva,_Luyckx,_Koen,_Kovacs,_Adrienne_H,_Andresen,_Brith,_Moon,_Ju_Ryoung,_Van_De_Bruaene,_Alexander,_Rassart,_Jessica,_Van_Bulck,_Liesbet |journal: Eur_J_Cardiovasc_Nurs |country: Belgium |institution: KU_Leuven
Linha 477 |claim_uid: 3vhdrk |cord_uid: ylfg0vf9 |title: The_First_Random_Observational_Survey_of_Barrier_Gestures_against_COVID-19 |doi: 10.3390/ijerph18199972 |numerical_claims: The_increased_rate_of_correct_mask_wearing_during_week_42_and_43,_and_the_increased_compliance_with_hand_sanitisation_during_the_orange_code,_might_be_related_to_the_increased_risk_perception_during_these_periods. |publish_time: 22/09/2021 |authors: Renault,_Véronique,_Humblet,_Marie-France,_Parisi,_Gianni,_Donneau,_Anne-Françoise,_Bureau,_Fabrice,_Gillet,_Laurent,_Fontaine,_Sébastien,_Saegerman,_Claude |journal: Int_J_Environ_Res_Public_Health |country: Belgium |institution: University_of_Liege
Linha 478 |claim_uid: 5gqxkc |cord_uid: ylfg0vf9 |title: The_First_Random_Observational_Survey_of_Barrier_Gestures_against_COVID-19 |doi: 10.3390/ijerph18199972 |numerical_claims: Most_experts_(N_=_27)_identified_'Mask_wearing'_as_being_the_most_important_barrier_gesture,_with_a_high_degree_of_certainty_(median_of_five),_which_is_in_line_with_the_findings_of_a_previous_study. |publish_time: 22/09/2021 |authors: Renault,_Véronique,_Humblet,_Marie-France,_Parisi,_Gianni,_Donneau,_Anne-Françoise,_Bureau,_Fabrice,_Gillet,_Laurent,_Fontaine,_Sébastien,_Saegerman,_Claude |journal: Int_J_Environ_Res_Public_Health |country: Belgium |institution: University_of_Liege
Linha 479 |claim_uid: 6vzgxs |cord_uid: ylfg0vf9 |title: The_First_Random_Observational_Survey_of_Barrier_Gestures_against_COVID-19 |doi: 10.3390/ijerph18199972 |numerical_claims: Three_barrier_gestures_presented_a_lower_implementation_rate_and_should_be_addressed:_the_use_of_hydro-alcoholic_gel_(particularly_when_exiting_buildings),_compliance_with_the_traffic_flow_and_the_maintenance_of_a_1.5_m_physical_distance_outside_of_the_auditoriums. |publish_time: 22/09/2021 |authors: Renault,_Véronique,_Humblet,_Marie-France,_Parisi,_Gianni,_Donneau,_Anne-Françoise,_Bureau,_Fabrice,_Gillet,_Laurent,_Fontaine,_Sébastien,_Saegerman,_Claude |journal: Int_J_Environ_Res_Public_Health |country: Belgium |institution: University_of_Liege
Linha 471 |claim_uid: 8uersq |cord_uid: z8w20js6 |title: Acute_urticaria_with_pyrexia_as_the_first_manifestations_of_a_COVID‐19_infection |doi: 10.1111/jdv.16523 |numerical_claims: Dear_Editor,_The_coronavirus_disease_2019_(COVID-19)_affects_principally_the_respiratory_tract_but_recent_studies_described_that_COVID-19_could_present_a_broader_clinical_spectrum_from_the_absence_of_any_symptoms_to_heart_1,_digestive_2_or_Ear-Nose-Throat_(including_anosmia_and_ageusia)_manifestations. |publish_time: 24/04/2020 |authors: van_Damme,_C.,_Berlingin,_E.,_Saussez,_S.,_Accaputo,_O. |journal: J_Eur_Acad_Dermatol_Venereol |country: Belgium |institution: Ambroise_Paré_University_Hospital_Center
Linha 290 |claim_uid: 4uzflx |cord_uid: h1ynghwd |title: Laparoscopic_and_robotic_urology_surgery_during_global_Pandemic_COVID-19 |doi: 10.1590/s1677-5538.ibju.2020.s113 |numerical_claims: Positive_COVID_patients,_under_emergency_scenarios,_should_be_treated_as_much_as_possible_in_a_conservative_approach_and_only_taken_to_surgery_if_the_case_is_life_threatening,_since_the_mortality_rate_in_these_cases_is_as_high_as_20%. |publish_time: 27/07/2020 |authors: Zampolli,_Hamilton_C.,_Rodriguez,_Alejandro_R. |journal: Int_Braz_J_Urol |country: Brasil |institution: Instituto_do_Câncer_Arnaldo_Vieira_de_Carvalho
Linha 291 |claim_uid: 8yqlgd |cord_uid: h1ynghwd |title: Laparoscopic_and_robotic_urology_surgery_during_global_Pandemic_COVID-19 |doi: 10.1590/s1677-5538.ibju.2020.s113 |numerical_claims: Thus,_the_use_of_laparoscopic_5-mm_instruments_through_even_the_8-mm_trocars_should_perhaps_be_minimized_if_possible. |publish_time: 27/07/2020 |authors: Zampolli,_Hamilton_C.,_Rodriguez,_Alejandro_R. |journal: Int_Braz_J_Urol |country: Brasil |institution: Instituto_do_Câncer_Arnaldo_Vieira_de_Carvalho
Linha 292 |claim_uid: 7wmazb |cord_uid: h1ynghwd |title: Laparoscopic_and_robotic_urology_surgery_during_global_Pandemic_COVID-19 |doi: 10.1590/s1677-5538.ibju.2020.s113 |numerical_claims: Correct_2-way_protective_apparel_(goggles,_visor,_mask,_and_body_protective_garb)_should_be_routine. |publish_time: 27/07/2020 |authors: Zampolli,_Hamilton_C.,_Rodriguez,_Alejandro_R. |journal: Int_Braz_J_Urol |country: Brasil |institution: Instituto_do_Câncer_Arnaldo_Vieira_de_Carvalho
Linha 327 |claim_uid: 5nwybr |cord_uid: xqze9mo8 |title: Tracing_contacts_to_evaluate_the_transmission_of_COVID-19_from_highly_exposed_individuals_in_public_transportation |doi: 10.1038/s41598-021-03998-y |numerical_claims: The_infectious_period_corresponds_to_the_days_in_which_a_passenger_diagnosed_with_COVID-19_can_transmit_the_virus,_initiating_2_days_before_OS_and_ending_12_days_after_OS. |publish_time: 27/12/2021 |authors: Ponte,_Caio,_Carmona,_Humberto_A.,_Oliveira,_Erneson_A.,_Caminha,_Carlos,_Lima,_Antonio_S.,_Andrade,_José_S.,_Furtado,_Vasco |journal: Sci_Rep |country: Brasil |institution: Universidade_de_Fortaleza
Linha 328 |claim_uid: 7xkrsq |cord_uid: xqze9mo8 |title: Tracing_contacts_to_evaluate_the_transmission_of_COVID-19_from_highly_exposed_individuals_in_public_transportation |doi: 10.1038/s41598-021-03998-y |numerical_claims: However,_their_associated_values_of_ij_could_only_be_computed_for_3,_023_(58.6%),_due_to_missing_information_in_the_dataset_of_bus_validations. |publish_time: 27/12/2021 |authors: Ponte,_Caio,_Carmona,_Humberto_A.,_Oliveira,_Erneson_A.,_Caminha,_Carlos,_Lima,_Antonio_S.,_Andrade,_José_S.,_Furtado,_Vasco |journal: Sci_Rep |country: Brasil |institution: Universidade_de_Fortaleza
Linha 329 |claim_uid: 3qnirp |cord_uid: xqze9mo8 |title: Tracing_contacts_to_evaluate_the_transmission_of_COVID-19_from_highly_exposed_individuals_in_public_transportation |doi: 10.1038/s41598-021-03998-y |numerical_claims: The_Centers_for_Disease_Control_and_Prevention_(CDC)_recommends_that_any_contact_tracing_strategy_for_COVID-19_should_consider_the_concept_of_Close_Contacts_(CCs),_i.e.,_anybody_who_has_been_for_at_least_15_minutes_within_6_feet_(_2_meters)_of_an_infectious_person. |publish_time: 27/12/2021 |authors: Ponte,_Caio,_Carmona,_Humberto_A.,_Oliveira,_Erneson_A.,_Caminha,_Carlos,_Lima,_Antonio_S.,_Andrade,_José_S.,_Furtado,_Vasco |journal: Sci_Rep |country: Brasil |institution: Universidade_de_Fortaleza
Linha 330 |claim_uid: 8kujbn |cord_uid: xqze9mo8 |title: Tracing_contacts_to_evaluate_the_transmission_of_COVID-19_from_highly_exposed_individuals_in_public_transportation |doi: 10.1038/s41598-021-03998-y |numerical_claims: We_emphasize_that_our_model_has_an_intrinsic_time_delay_regarding_the_consolidation_of_Re_bus_r_that_can_reach_53_days. |publish_time: 27/12/2021 |authors: Ponte,_Caio,_Carmona,_Humberto_A.,_Oliveira,_Erneson_A.,_Caminha,_Carlos,_Lima,_Antonio_S.,_Andrade,_José_S.,_Furtado,_Vasco |journal: Sci_Rep |country: Brasil |institution: Universidade_de_Fortaleza
Linha 331 |claim_uid: 9pwbtl |cord_uid: xqze9mo8 |title: Tracing_contacts_to_evaluate_the_transmission_of_COVID-19_from_highly_exposed_individuals_in_public_transportation |doi: 10.1038/s41598-021-03998-y |numerical_claims: This_value_is_associated_to_the_time_delay_in_the_consolidation_of_COVID-19_dataset_(_15_days)_and_to_the_superposition_of_the_maxima_of_two_infectious_periods_and_one_exposed_period. |publish_time: 27/12/2021 |authors: Ponte,_Caio,_Carmona,_Humberto_A.,_Oliveira,_Erneson_A.,_Caminha,_Carlos,_Lima,_Antonio_S.,_Andrade,_José_S.,_Furtado,_Vasco |journal: Sci_Rep |country: Brasil |institution: Universidade_de_Fortaleza
Linha 332 |claim_uid: 4mfjbx |cord_uid: xqze9mo8 |title: Tracing_contacts_to_evaluate_the_transmission_of_COVID-19_from_highly_exposed_individuals_in_public_transportation |doi: 10.1038/s41598-021-03998-y |numerical_claims: Given_this_fundamental_assumption_and_considering_the_recent_finding_that_asymptomatic_people_are_42%_less_likely_to_transmit_the_SARS-CoV-2_than_symptomatic_ones,_we_define_that_the_transmission_rate_for_the_unreported_infectious_population_I_u_is_reduced_by_a_factor_of_in_relation_to_the_parameter_β_that_represents_the_transmission_rate_for_the_reported_infectious_population_I_r._In_this_context,_the_time-dependent_rate_at_which_the_susceptible_population_S_becomes_the_exposed_population_E_is_given_by_where_N_is_the_total_population_of_Fortaleza,_taken_as_constant,_being_approximately_equal_to_2.67_million_people. |publish_time: 27/12/2021 |authors: Ponte,_Caio,_Carmona,_Humberto_A.,_Oliveira,_Erneson_A.,_Caminha,_Carlos,_Lima,_Antonio_S.,_Andrade,_José_S.,_Furtado,_Vasco |journal: Sci_Rep |country: Brasil |institution: Universidade_de_Fortaleza
Linha 931 |claim_uid: 3kfion |cord_uid: 4hku7jpv |title: Emerging_complexities_and_rising_omission:_Contrasts_among_socio-ecological_contexts_of_infectious_diseases,_research_and_policy_in_Brazil |doi: 10.1590/1678-4685-gmb-2020-0229 |numerical_claims: It_relates_to_the_plague_of_Athens_that_is_estimated_by_killing_up_to_half_of_Greece's_urban_population_almost_2,500_years_ago_-the_cause_of_the_plague_of_Athens_is_a_constant_debate_among_experts,_the_symptoms_and_the_mode_of_spread_indicate_that_it_was_an_infectious_disease,_but_more_recently,_some_authors_suppose_that_the_disease_was_typhoid_fever. |publish_time: 17/03/2021 |authors: Giatti,_Leandro_Luiz,_Ribeiro,_Ricardo_Agum,_Nava,_Alessandra_Ferreira_Dales,_Gutberlet,_Jutta |journal: Genet_Mol_Biol |country: Brazil |institution: Universidade_de_São_Paulo
